2017-06-23-11:05:11 Scanning files for: licenses, copyrights with 8 process(es)...
2017-06-23-11:05:11 Building license detection index...
2017-06-23-03:06:03 Done.
2017-06-23-03:06:06 Scanned: JSON_FAIL.cpp
2017-06-23-03:06:06 Scanned: JSON_ASSERT_SAFE.cpp
2017-06-23-03:06:06 Scanned: JSON_ASSERT_SAFE.h
2017-06-23-03:06:06 Scanned: validyMacros.h%7E
2017-06-23-03:06:06 Scanned: JSON_FAIL_SAFE.cpp
2017-06-23-03:06:06 Scanned: json_decode64.h
2017-06-23-03:06:06 Scanned: json_decode64.cpp
2017-06-23-03:06:06 Scanned: json_encode64.h
2017-06-23-03:06:06 Scanned: Resources
2017-06-23-03:06:06 Scanned: _ftoa.h
2017-06-23-03:06:06 Scanned: json_encode64.cpp
2017-06-23-03:06:06 Scanned: getLenSize.h
2017-06-23-03:06:06 Scanned: _areFloatsEqual.cpp
2017-06-23-03:06:06 Scanned: _ftoa.cpp
2017-06-23-03:06:06 Scanned: _itoa.h
2017-06-23-03:06:06 Scanned: isNumeric.h
2017-06-23-03:06:07 Scanned: getLenSize.cpp
2017-06-23-03:06:07 Scanned: _uitoa.cpp
2017-06-23-03:06:07 Scanned: _areFloatsEqual.h
2017-06-23-03:06:07 Scanned: _uitoa.h
2017-06-23-03:06:07 Scanned: _itoa.cpp
2017-06-23-03:06:07 Scanned: _atof.h
2017-06-23-03:06:07 Scanned: jsonSingleton.h
2017-06-23-03:06:07 Scanned: jsonSingleton.cpp
2017-06-23-03:06:07 Scanned: ._JSONWorker.cpp
2017-06-23-03:06:07 Scanned: ._JSONValidator.h
2017-06-23-03:06:07 Scanned: ._JSONGlobals.h
2017-06-23-03:06:07 Scanned: _atof.cpp
2017-06-23-03:06:07 Scanned: JSONStats.h
2017-06-23-03:06:07 Scanned: JSON_Base64.h
2017-06-23-03:06:07 Scanned: ._JSONNode_Mutex.cpp
2017-06-23-03:06:07 Scanned: JSONNode.cpp
2017-06-23-03:06:07 Scanned: ._libjson.cpp
2017-06-23-03:06:07 Scanned: JSONPreparse.cpp
2017-06-23-03:06:07 Scanned: ._JSONAllocator.h
2017-06-23-03:06:07 Scanned: JSONDefs.h
2017-06-23-03:06:07 Scanned: ._JSON_Base64.h
2017-06-23-03:06:07 Scanned: ._JSONSharedString.h
2017-06-23-03:06:07 Scanned: isNumeric.cpp
2017-06-23-03:06:07 Scanned: JSONMemory.cpp
2017-06-23-03:06:07 Scanned: JSONIterators.cpp
2017-06-23-03:06:07 Scanned: ._JSONChildren.h
2017-06-23-03:06:07 Scanned: JSONValidator.h
2017-06-23-03:06:08 Scanned: JSONStream.cpp
2017-06-23-03:06:08 Scanned: ._JSONNode.h
2017-06-23-03:06:08 Scanned: ._JSONMemory.h
2017-06-23-03:06:08 Scanned: JSONAllocator.cpp
2017-06-23-03:06:08 Scanned: ._JSONPreparse.cpp
2017-06-23-03:06:08 Scanned: ._JSONSingleton.h
2017-06-23-03:06:08 Scanned: JSONChildren.cpp
2017-06-23-03:06:08 Scanned: ._JSONStats.h
2017-06-23-03:06:08 Scanned: isValidNumber.cpp
2017-06-23-03:06:08 Scanned: ._JSONDefs.h
2017-06-23-03:06:08 Scanned: ._JSONStream.cpp
2017-06-23-03:06:08 Scanned: JSONAllocator.h
2017-06-23-03:06:08 Scanned: ._JSONDefs
2017-06-23-03:06:08 Scanned: ._internalJSONNode.cpp
2017-06-23-03:06:08 Scanned: JSONDebug.h
2017-06-23-03:06:08 Scanned: NumberToString.h
2017-06-23-03:06:08 Scanned: JSONWorker.h
2017-06-23-03:06:08 Scanned: ._JSONChildren.cpp
2017-06-23-03:06:08 Scanned: ._NumberToString.h
2017-06-23-03:06:08 Scanned: JSONSharedString.h
2017-06-23-03:06:08 Scanned: ._JSONMemory.cpp
2017-06-23-03:06:08 Scanned: JSONDebug.cpp
2017-06-23-03:06:08 Scanned: JSONMemory.h
2017-06-23-03:06:08 Scanned: JSONSingleton.h
2017-06-23-03:06:08 Scanned: JSONNode.h
2017-06-23-03:06:08 Scanned: ._JSONNode.cpp
2017-06-23-03:06:08 Scanned: libjson.cpp
2017-06-23-03:06:08 Scanned: JSONMemoryPool.h
2017-06-23-03:06:08 Scanned: ._JSONStream.h
2017-06-23-03:06:08 Scanned: JSONNode_Mutex.cpp
2017-06-23-03:06:08 Scanned: JSONPreparse.h
2017-06-23-03:06:08 Scanned: JSONGlobals.h
2017-06-23-03:06:08 Scanned: ._JSONDebug.h
2017-06-23-03:06:08 Scanned: ._internalJSONNode.h
2017-06-23-03:06:08 Scanned: ._JSONAllocator.cpp
2017-06-23-03:06:08 Scanned: ._JSONMemoryPool.h
2017-06-23-03:06:08 Scanned: JSONValidator.cpp
2017-06-23-03:06:08 Scanned: ._JSONIterators.cpp
2017-06-23-03:06:08 Scanned: ._JSONWriter.cpp
2017-06-23-03:06:08 Scanned: JSONWriter.cpp
2017-06-23-03:06:08 Scanned: ._JSONWorker.h
2017-06-23-03:06:08 Scanned: ._JSONDebug.cpp
2017-06-23-03:06:08 Scanned: JSONStream.h
2017-06-23-03:06:08 Scanned: ._JSONPreparse.h
2017-06-23-03:06:08 Scanned: JSONDefs
2017-06-23-03:06:08 Scanned: JSONDefs.h%7E
2017-06-23-03:06:08 Scanned: ._Unknown_C.h
2017-06-23-03:06:09 Scanned: Strings_Defs.h
2017-06-23-03:06:09 Scanned: Visual_C.h
2017-06-23-03:06:09 Scanned: ._Visual_C.h
2017-06-23-03:06:09 Scanned: Unknown_C.h
2017-06-23-03:06:09 Scanned: ._GNU_C.h
2017-06-23-03:06:09 Scanned: GNU_C.h
2017-06-23-03:06:09 Scanned: ._Strings_Defs.h
2017-06-23-03:06:09 Scanned: ._libbase64%2B%2B
2017-06-23-03:06:09 Scanned: mempool%2B%2B
2017-06-23-03:06:09 Scanned: ._mempool%2B%2B
2017-06-23-03:06:09 Scanned: libbase64%2B%2B
2017-06-23-03:06:09 Scanned: ._mempool.h
2017-06-23-03:06:09 Scanned: internalJSONNode.h
2017-06-23-03:06:09 Scanned: ._libbase64%2B%2B.h
2017-06-23-03:06:09 Scanned: JSONChildren.h
2017-06-23-03:06:09 Scanned: NumberToString.h%7E
2017-06-23-03:06:09 Scanned: TestInequality.cpp
2017-06-23-03:06:09 Scanned: TestSharedString.cpp
2017-06-23-03:06:09 Scanned: libbase64%2B%2B.h
2017-06-23-03:06:09 Scanned: TestFunctions.cpp
2017-06-23-03:06:09 Scanned: TestSuite2Creator.php
2017-06-23-03:06:09 Scanned: TestValidator.cpp
2017-06-23-03:06:09 Scanned: TestNamespace.cpp
2017-06-23-03:06:09 Scanned: main.cpp
2017-06-23-03:06:10 Scanned: TestEquality.cpp
2017-06-23-03:06:10 Scanned: TestSuite.h%7E
2017-06-23-03:06:10 Scanned: JSONWorker.cpp
2017-06-23-03:06:10 Scanned: TestCtors.cpp
2017-06-23-03:06:10 Scanned: TestString.cpp
2017-06-23-03:06:10 Scanned: internalJSONNode.cpp
2017-06-23-03:06:10 Scanned: RunTestSuite2.h
2017-06-23-03:06:10 Scanned: TestMutex.cpp
2017-06-23-03:06:10 Scanned: TestChildren.cpp
2017-06-23-03:06:10 Scanned: UStringTest.h
2017-06-23-03:06:10 Scanned: TestStreams.cpp
2017-06-23-03:06:10 Scanned: UnitTest.cpp
2017-06-23-03:06:10 Scanned: TestBinary.cpp
2017-06-23-03:06:10 Scanned: TestSuite.cpp
2017-06-23-03:06:10 Scanned: TestConverters.cpp
2017-06-23-03:06:10 Scanned: TestWriter.cpp
2017-06-23-03:06:10 Scanned: TestSuite.1
2017-06-23-03:06:10 Scanned: StringTest.h
2017-06-23-03:06:10 Scanned: TestSuite.h
2017-06-23-03:06:10 Scanned: Checklist.txt
2017-06-23-03:06:10 Scanned: TestComments.cpp
2017-06-23-03:06:10 Scanned: RunTestSuite2.cpp
2017-06-23-03:06:10 Scanned: TestRefCounting.cpp
2017-06-23-03:06:10 Scanned: makefile
2017-06-23-03:06:10 Scanned: UnitTest.h
2017-06-23-03:06:10 Scanned: Benchmark
2017-06-23-03:06:10 Scanned: TestString.cpp%7E
2017-06-23-03:06:10 Scanned: All
2017-06-23-03:06:10 Scanned: TestSuite.xcodeproj
2017-06-23-03:06:11 Scanned: TestInspectors.cpp
2017-06-23-03:06:11 Scanned: makefile
2017-06-23-03:06:11 Scanned: main.cpp%7E
2017-06-23-03:06:11 Scanned: ._wallace.mode1v3
2017-06-23-03:06:11 Scanned: ._project.xcworkspace
2017-06-23-03:06:11 Scanned: ._xcuserdata
2017-06-23-03:06:11 Scanned: TestAssign.cpp
2017-06-23-03:06:11 Scanned: ._wallace.pbxuser
2017-06-23-03:06:11 Scanned: project.xcworkspace
2017-06-23-03:06:11 Scanned: xcuserdata
2017-06-23-03:06:11 Scanned: mempool.h
2017-06-23-03:06:11 Scanned: ._xcuserdata
2017-06-23-03:06:11 Scanned: xcuserdata
2017-06-23-03:06:11 Scanned: contents.xcworkspacedata
2017-06-23-03:06:11 Scanned: ._wallace.xcuserdatad
2017-06-23-03:06:11 Scanned: wallace.xcuserdatad
2017-06-23-03:06:11 Scanned: Works...tings.xcsettings
2017-06-23-03:06:11 Scanned: ._wallace.xcuserdatad
2017-06-23-03:06:11 Scanned: main.cpp
2017-06-23-03:06:11 Scanned: wallace.xcuserdatad
2017-06-23-03:06:11 Scanned: ._xcschemes
2017-06-23-03:06:11 Scanned: ._xcdebugger
2017-06-23-03:06:11 Scanned: TestIterators.cpp
2017-06-23-03:06:11 Scanned: xcschemes
2017-06-23-03:06:11 Scanned: xcdebugger
2017-06-23-03:06:11 Scanned: ._xcsche...nagement.plist
2017-06-23-03:06:11 Scanned: xcschememanagement.plist
2017-06-23-03:06:11 Scanned: ._TestSuite.xcscheme
2017-06-23-03:06:11 Scanned: TestSuite.xcscheme
2017-06-23-03:06:11 Scanned: Breakpoints.xcbkptlist
2017-06-23-03:06:11 Scanned: Library+Interface
2017-06-23-03:06:11 Scanned: C%2B%2B+Interface
2017-06-23-03:06:11 Scanned: Options.txt
2017-06-23-03:06:11 Scanned: child_node.htm
2017-06-23-03:06:12 Scanned: main.cpp
2017-06-23-03:06:12 Scanned: array.htm
2017-06-23-03:06:12 Scanned: styles
2017-06-23-03:06:12 Scanned: scripts
2017-06-23-03:06:12 Scanned: basic_parser.htm
2017-06-23-03:06:12 Scanned: simple_write.htm
2017-06-23-03:06:12 Scanned: shThemeEclipse.css
2017-06-23-03:06:13 Scanned: shCoreMidnight.css
2017-06-23-03:06:13 Scanned: shCoreEmacs.css
2017-06-23-03:06:13 Scanned: shThemeRDark.css
2017-06-23-03:06:13 Scanned: shCore.css
2017-06-23-03:06:13 Scanned: wallace.mode1v3
2017-06-23-03:06:13 Scanned: shCoreDefault.css
2017-06-23-03:06:14 Scanned: shCoreDjango.css
2017-06-23-03:06:14 Scanned: shCoreMDUltra.css
2017-06-23-03:06:14 Scanned: shThemeDefault.css
2017-06-23-03:06:14 Scanned: shThemeMDUltra.css
2017-06-23-03:06:14 Scanned: shThemeFadeToGrey.css
2017-06-23-03:06:14 Scanned: shCoreEclipse.css
2017-06-23-03:06:14 Scanned: shThemeEmacs.css
2017-06-23-03:06:14 Scanned: shThemeMidnight.css
2017-06-23-03:06:14 Scanned: shThemeDjango.css
2017-06-23-03:06:14 Scanned: project.pbxproj
2017-06-23-03:06:15 Scanned: shCoreFadeToGrey.css
2017-06-23-03:06:15 Scanned: shAutoloader.js
2017-06-23-03:06:15 Scanned: shBrushCpp.js
2017-06-23-03:06:15 Scanned: shCoreRDark.css
2017-06-23-03:06:15 Scanned: child_node.htm
2017-06-23-03:06:15 Scanned: shLegacy.js
2017-06-23-03:06:15 Scanned: array.htm
2017-06-23-03:06:15 Scanned: simple_write.htm
2017-06-23-03:06:15 Scanned: basic_parser.htm
2017-06-23-03:06:16 Scanned: shCore.js
2017-06-23-03:06:17 Scanned: wallace.pbxuser
2017-06-23-03:06:29 Scanned: UserI...State.xcuserstate
2017-06-23-03:06:34 Scanned: Documentation.pdf
2017-06-23-03:06:35 Scanning done.
2017-06-23-03:06:35 Scan statistics: 255 files scanned in 83s.
2017-06-23-03:06:35 Scan options:    licenses, copyrights with 8 process(es).
2017-06-23-03:06:35 Scanning speed:  8.11 files per sec.
2017-06-23-03:06:35 Scanning time:   31s.
2017-06-23-03:06:35 Indexing time:   52s.
2017-06-23-03:06:35 Saving results.
