2017-07-06-17:17:34 Scanning files for: licenses, copyrights with 8 process(es)...
2017-07-06-17:17:34 Building license detection index...
2017-07-06-09:18:19 Done.
2017-07-06-09:18:21 Scanned: old_utils_tests.c
2017-07-06-09:18:22 Scanned: parse_array.c
2017-07-06-09:18:22 Scanned: print_string.c
2017-07-06-09:18:22 Scanned: parse_number.c
2017-07-06-09:18:22 Scanned: print_value.c
2017-07-06-09:18:22 Scanned: CMakeLists.txt
2017-07-06-09:18:22 Scanned: misc_tests.c
2017-07-06-09:18:22 Scanned: cJSON.c
2017-07-06-09:18:22 Scanned: parse_object.c
2017-07-06-09:18:22 Scanned: parse_string.c
2017-07-06-09:18:22 Scanned: common.c
2017-07-06-09:18:22 Scanned: parse_with_opts.c
2017-07-06-09:18:22 Scanned: unity
2017-07-06-09:18:22 Scanned: json-patch-tests
2017-07-06-09:18:22 Scanned: compare_tests.c
2017-07-06-09:18:22 Scanned: inputs
2017-07-06-09:18:22 Scanned: auto
2017-07-06-09:18:22 Scanned: common.h
2017-07-06-09:18:22 Scanned: src
2017-07-06-09:18:22 Scanned: examples
2017-07-06-09:18:22 Scanned: release
2017-07-06-09:18:22 Scanned: test
2017-07-06-09:18:22 Scanned: extras
2017-07-06-09:18:22 Scanned: docs
2017-07-06-09:18:22 Scanned: json_patch_tests.c
2017-07-06-09:18:22 Scanned: .travis.yml
2017-07-06-09:18:22 Scanned: print_object.c
2017-07-06-09:18:22 Scanned: print_number.c
2017-07-06-09:18:22 Scanned: print_array.c
2017-07-06-09:18:22 Scanned: generate_config.yml
2017-07-06-09:18:22 Scanned: test_file_filter.rb
2017-07-06-09:18:22 Scanned: colour_reporter.rb
2017-07-06-09:18:22 Scanned: unity_test_summary.py
2017-07-06-09:18:22 Scanned: stylize_as_junit.rb
2017-07-06-09:18:23 Scanned: unity_test_summary.rb
2017-07-06-09:18:23 Scanned: type_sanitizer.rb
2017-07-06-09:18:23 Scanned: colour_prompt.rb
2017-07-06-09:18:23 Scanned: README.md
2017-07-06-09:18:23 Scanned: parse_output.rb
2017-07-06-09:18:23 Scanned: example_3
2017-07-06-09:18:23 Scanned: example_2
2017-07-06-09:18:23 Scanned: example_1
2017-07-06-09:18:23 Scanned: unity_to_junit.py
2017-07-06-09:18:23 Scanned: rakefile.rb
2017-07-06-09:18:23 Scanned: readme.txt
2017-07-06-09:18:23 Scanned: target_gcc_32.yml
2017-07-06-09:18:23 Scanned: helper
2017-07-06-09:18:23 Scanned: generate_module.rb
2017-07-06-09:18:23 Scanned: src
2017-07-06-09:18:23 Scanned: test
2017-07-06-09:18:23 Scanned: UnityHelper.c
2017-07-06-09:18:23 Scanned: ProductionCode.h
2017-07-06-09:18:23 Scanned: generate_test_runner.rb
2017-07-06-09:18:23 Scanned: ProductionCode2.h
2017-07-06-09:18:23 Scanned: UnityHelper.h
2017-07-06-09:18:23 Scanned: ProductionCode.c
2017-07-06-09:18:23 Scanned: ProductionCode2.c
2017-07-06-09:18:23 Scanned: rakefile_helper.rb
2017-07-06-09:18:23 Scanned: TestProductionCode2.c
2017-07-06-09:18:23 Scanned: readme.txt
2017-07-06-09:18:23 Scanned: src
2017-07-06-09:18:23 Scanned: test
2017-07-06-09:18:23 Scanned: ProductionCode.c
2017-07-06-09:18:23 Scanned: ProductionCode.h
2017-07-06-09:18:23 Scanned: ProductionCode2.c
2017-07-06-09:18:23 Scanned: ProductionCode2.h
2017-07-06-09:18:23 Scanned: makefile
2017-07-06-09:18:23 Scanned: test_runners
2017-07-06-09:18:23 Scanned: TestProductionCode2.c
2017-07-06-09:18:23 Scanned: TestProduc...ode_Runner.c
2017-07-06-09:18:23 Scanned: TestProductionCode.c
2017-07-06-09:18:23 Scanned: all_tests.c
2017-07-06-09:18:23 Scanned: TestProduc...de2_Runner.c
2017-07-06-09:18:23 Scanned: unity_config.h
2017-07-06-09:18:24 Scanned: readme.txt
2017-07-06-09:18:24 Scanned: test
2017-07-06-09:18:24 Scanned: src
2017-07-06-09:18:24 Scanned: ProductionCode.h
2017-07-06-09:18:24 Scanned: ProductionCode2.h
2017-07-06-09:18:24 Scanned: ProductionCode2.c
2017-07-06-09:18:24 Scanned: TestProductionCode.c
2017-07-06-09:18:24 Scanned: makefile
2017-07-06-09:18:24 Scanned: test_runners
2017-07-06-09:18:24 Scanned: TestProductionCode2.c
2017-07-06-09:18:24 Scanned: ProductionCode.c
2017-07-06-09:18:24 Scanned: unity.c
2017-07-06-09:18:24 Scanned: TestProduc...de2_Runner.c
2017-07-06-09:18:24 Scanned: TestProduc...ode_Runner.c
2017-07-06-09:18:24 Scanned: version.info
2017-07-06-09:18:24 Scanned: TestProductionCode.c
2017-07-06-09:18:24 Scanned: tests
2017-07-06-09:18:24 Scanned: spec
2017-07-06-09:18:24 Scanned: build.info
2017-07-06-09:18:24 Scanned: targets
2017-07-06-09:18:24 Scanned: Makefile
2017-07-06-09:18:24 Scanned: testdata
2017-07-06-09:18:24 Scanned: expectdata
2017-07-06-09:18:24 Scanned: .rubocop.yml
2017-07-06-09:18:24 Scanned: rakefile
2017-07-06-09:18:24 Scanned: gcc_auto_limits.yml
2017-07-06-09:18:24 Scanned: testparameterized.c
2017-07-06-09:18:24 Scanned: generate_...file_spec.rb
2017-07-06-09:18:24 Scanned: iar_arm_v4.yml
2017-07-06-09:18:24 Scanned: gcc_auto_stdint.yml
2017-07-06-09:18:24 Scanned: rakefile_helper.rb
2017-07-06-09:18:24 Scanned: iar_msp430.yml
2017-07-06-09:18:24 Scanned: iar_armco...9B92_v5_4.yml
2017-07-06-09:18:24 Scanned: clang_strict.yml
2017-07-06-09:18:24 Scanned: iar_cortexm3_v5.yml
2017-07-06-09:18:24 Scanned: iar_arm_v5.yml
2017-07-06-09:18:24 Scanned: gcc_manual_math.yml
2017-07-06-09:18:24 Scanned: clang_file.yml
2017-07-06-09:18:25 Scanned: gcc_64.yml
2017-07-06-09:18:25 Scanned: gcc_32.yml
2017-07-06-09:18:25 Scanned: iar_arm_v5_3.yml
2017-07-06-09:18:25 Scanned: iar_sh2a_v6.yml
2017-07-06-09:18:25 Scanned: Defs.h
2017-07-06-09:18:25 Scanned: hitech_picc18.yml
2017-07-06-09:18:25 Scanned: cmock.h
2017-07-06-09:18:25 Scanned: CException.h
2017-07-06-09:18:25 Scanned: testRunner...ratorSmall.c
2017-07-06-09:18:25 Scanned: mockMock.h
2017-07-06-09:18:25 Scanned: testRunnerGenerator.c
2017-07-06-09:18:25 Scanned: testsample_head1.h
2017-07-06-09:18:25 Scanned: testsample_mock_run2.c
2017-07-06-09:18:25 Scanned: testsample_run2.c
2017-07-06-09:18:25 Scanned: testsample_mock_new2.c
2017-07-06-09:18:25 Scanned: testRunner...rWithMocks.c
2017-07-06-09:18:25 Scanned: testsample_mock_cmd.c
2017-07-06-09:18:25 Scanned: testsample_mock_head1.h
2017-07-06-09:18:25 Scanned: testsample_head1.c
2017-07-06-09:18:25 Scanned: testsample_mock_run1.c
2017-07-06-09:18:25 Scanned: testsample_yaml.c
2017-07-06-09:18:25 Scanned: testsample_cmd.c
2017-07-06-09:18:25 Scanned: testsample_mock_new1.c
2017-07-06-09:18:25 Scanned: testsample_new1.c
2017-07-06-09:18:25 Scanned: testsample_mock_param.c
2017-07-06-09:18:25 Scanned: testsample_def.c
2017-07-06-09:18:25 Scanned: testsample_run1.c
2017-07-06-09:18:25 Scanned: testsample_new2.c
2017-07-06-09:18:25 Scanned: testsample_param.c
2017-07-06-09:18:25 Scanned: eclipse
2017-07-06-09:18:25 Scanned: fixture
2017-07-06-09:18:25 Scanned: test_gene...st_runner.rb
2017-07-06-09:18:25 Scanned: testsample_mock_head1.c
2017-07-06-09:18:25 Scanned: testsample_mock_yaml.c
2017-07-06-09:18:25 Scanned: testsample_mock_def.c
2017-07-06-09:18:25 Scanned: error_parsers.txt
2017-07-06-09:18:25 Scanned: src
2017-07-06-09:18:25 Scanned: test
2017-07-06-09:18:25 Scanned: rakefile.rb
2017-07-06-09:18:25 Scanned: readme.txt
2017-07-06-09:18:25 Scanned: unity_fixture_internals.h
2017-07-06-09:18:25 Scanned: unity_fixt..._overrides.h
2017-07-06-09:18:25 Scanned: template_fixture_tests.c
2017-07-06-09:18:25 Scanned: unity_output_Spy.h
2017-07-06-09:18:26 Scanned: unity_fixture.h
2017-07-06-09:18:26 Scanned: rakefile_helper.rb
2017-07-06-09:18:26 Scanned: unity_fixture.c
2017-07-06-09:18:26 Scanned: main
2017-07-06-09:18:26 Scanned: unity_output_Spy.c
2017-07-06-09:18:26 Scanned: unity_fixt...TestRunner.c
2017-07-06-09:18:26 Scanned: Makefile
2017-07-06-09:18:26 Scanned: AllTests.c
2017-07-06-09:18:26 Scanned: license.txt
2017-07-06-09:18:26 Scanned: UnityHelp...iptsGuide.md
2017-07-06-09:18:26 Scanned: unity_fixture_Test.c
2017-07-06-09:18:27 Scanned: unity_internals.h
2017-07-06-09:18:27 Scanned: UnityConf...tionGuide.md
2017-07-06-09:18:27 Scanned: package.json
2017-07-06-09:18:27 Scanned: ThrowTheS...gStandard.md
2017-07-06-09:18:27 Scanned: .editorconfig
2017-07-06-09:18:27 Scanned: .npmignore
2017-07-06-09:18:27 Scanned: UnityGett...rtedGuide.md
2017-07-06-09:18:27 Scanned: README.md
2017-07-06-09:18:27 Scanned: UnityAsse...Reference.md
2017-07-06-09:18:27 Scanned: cjson-utils-tests.json
2017-07-06-09:18:27 Scanned: spec_tests.json
2017-07-06-09:18:27 Scanned: test5
2017-07-06-09:18:27 Scanned: test7.expected
2017-07-06-09:18:27 Scanned: test10.expected
2017-07-06-09:18:27 Scanned: test5.expected
2017-07-06-09:18:27 Scanned: test11.expected
2017-07-06-09:18:27 Scanned: test9.expected
2017-07-06-09:18:27 Scanned: test11
2017-07-06-09:18:27 Scanned: test10
2017-07-06-09:18:27 Scanned: test9
2017-07-06-09:18:27 Scanned: test7
2017-07-06-09:18:27 Scanned: tests.json
2017-07-06-09:18:27 Scanned: test1
2017-07-06-09:18:27 Scanned: test8.expected
2017-07-06-09:18:27 Scanned: test1.expected
2017-07-06-09:18:27 Scanned: test2.expected
2017-07-06-09:18:27 Scanned: test6
2017-07-06-09:18:27 Scanned: test3.expected
2017-07-06-09:18:27 Scanned: test3
2017-07-06-09:18:27 Scanned: test2
2017-07-06-09:18:27 Scanned: test8
2017-07-06-09:18:27 Scanned: test4
2017-07-06-09:18:27 Scanned: test4.expected
2017-07-06-09:18:27 Scanned: libcjson_utils.pc.in
2017-07-06-09:18:28 Scanned: cJSONConfig.cmake.in
2017-07-06-09:18:28 Scanned: libcjson.pc.in
2017-07-06-09:18:28 Scanned: cJSONConf...ion.cmake.in
2017-07-06-09:18:28 Scanned: CONTRIBUTING.md
2017-07-06-09:18:28 Scanned: unity.h
2017-07-06-09:18:29 Scanned: UnityAsse...lyFraming.pdf
2017-07-06-09:18:37 Scanned: testunity.c
2017-07-06-09:18:37 Scanning done.
2017-07-06-09:18:37 Scan statistics: 247 files scanned in 63s.
2017-07-06-09:18:37 Scan options:    licenses, copyrights with 8 process(es).
2017-07-06-09:18:37 Scanning speed:  13.49 files per sec.
2017-07-06-09:18:37 Scanning time:   18s.
2017-07-06-09:18:37 Indexing time:   45s.
2017-07-06-09:18:37 Saving results.
